path 1 fam0 9 fam-found 7 # 1CMET2-PWY
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 10720.33 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   PHOSPHOGLUCMUT-RXN hits 98757.44 # PHOSPHOGLUCMUT-RXN
   GLUC1PURIDYLTRANS-RXN hits 112942.51 # GLUC1PURIDYLTRANS-RXN
   UGD-RXN hits 8025.32 # UGD-RXN
   UDPGLUCEPIM-RXN hits 157478.41999999998 # UDPGLUCEPIM-RXN
   PGLUCISOM-RXN hits 92881.25 # PGLUCISOM-RXN
   MANNPISOM-RXN hits 86542.97 # MANNPISOM-RXN
   PHOSMANMUT-RXN hits 4591.33 # PHOSMANMUT-RXN
   2.7.7.13-RXN hits 13930.41 # 2.7.7.13-RXN
   GDPMANDEHYDRA-RXN hits 4244.0 # GDPMANDEHYDRA-RXN
   1.1.1.271-RXN hits 4309.5 # 1.1.1.271-RXN
path 29 fam0 17 fam-found 15 # COMPLETE-ARO-PWY
   DAHPSYN-RXN hits 155143.88 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 90281.75 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 89946.75000000001 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   RXN-7968 hits 7.0 # RXN-7968
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 97846.58 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 92714.37 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 89941.75000000001 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 89959.75000000001 # CHORISMATE-SYNTHASE-RXN
   ANTHRANSYN-RXN hits 101261.8 # ANTHRANSYN-RXN
   PRTRANS-RXN hits 80231.3 # PRTRANS-RXN
   PRAISOM-RXN hits 73671.72 # PRAISOM-RXN
   IGPSYN-RXN hits 82923.55 # IGPSYN-RXN
   CHORISMATEMUT-RXN hits 201.0 # CHORISMATEMUT-RXN
   PREPHENATEDEHYDRAT-RXN hits 5135.66 # PREPHENATEDEHYDRAT-RXN
   PHEAMINOTRANS-RXN hits 188.5 # PHEAMINOTRANS-RXN
path 32 fam0 9 fam-found 9 # DAPLYSINESYN-PWY
   ASPARTATEKIN-RXN hits 92483.17 # ASPARTATEKIN-RXN
   ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 92702.25 # ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
   DIHYDRODIPICSYN-RXN hits 91974.25 # DIHYDRODIPICSYN-RXN
   RXN-14014 hits 89206.75000000001 # RXN-14014
   TETHYDPICSUCC-RXN hits 11406.91 # TETHYDPICSUCC-RXN
   SUCCINYLDIAMINOPIMTRANS-RXN hits 102.5 # SUCCINYLDIAMINOPIMTRANS-RXN
   SUCCDIAMINOPIMDESUCC-RXN hits 100343.29 # SUCCDIAMINOPIMDESUCC-RXN
   DIAMINOPIMEPIM-RXN hits 11665.11 # DIAMINOPIMEPIM-RXN
   DIAMINOPIMDECARB-RXN hits 87351.25000000001 # DIAMINOPIMDECARB-RXN
path 33 fam0 5 fam-found 3 # DENITRIFICATION-PWY
   RXN-11236 hits 19783.82 # RXN-11236
   RXN-15838 hits 187.0 # RXN-15838
   RXN-12130 hits 266.0 # RXN-12130
path 34 fam0 27 fam-found 22 # DENOVOPURINE2-PWY
   AMPSYN-RXN hits 92711.25 # AMPSYN-RXN
   ADENYL-KIN-RXN hits 92836.25 # ADENYL-KIN-RXN
   RXN0-747 hits 180711.1 # RXN0-747
   ADPREDUCT-RXN hits 180711.1 # ADPREDUCT-RXN
   DADPKIN-RXN hits 34073.380000000005 # DADPKIN-RXN
   GMP-SYN-GLUT-RXN hits 92723.25 # GMP-SYN-GLUT-RXN
   GUANYL-KIN-RXN hits 92834.2 # GUANYL-KIN-RXN
   GDPKIN-RXN hits 34073.380000000005 # GDPKIN-RXN
   GDPREDUCT-RXN hits 180711.1 # GDPREDUCT-RXN
   RXN0-748 hits 180711.1 # RXN0-748
   DGDPKIN-RXN hits 34073.380000000005 # DGDPKIN-RXN
   SAICARSYN-RXN hits 90410.45 # SAICARSYN-RXN
   AICARSYN-RXN hits 92711.25 # AICARSYN-RXN
   IMPCYCLOHYDROLASE-RXN hits 187.45 # IMPCYCLOHYDROLASE-RXN
   RXN0-742 hits 91375.29 # RXN0-742
   RXN0-743 hits 90392.25 # RXN0-743
   ADENYLOSUCCINATE-SYNTHASE-RXN hits 92727.45 # ADENYLOSUCCINATE-SYNTHASE-RXN
   IMP-DEHYDROG-RXN hits 245967.44 # IMP-DEHYDROG-RXN
   PRPPAMIDOTRANS-RXN hits 90394.0 # PRPPAMIDOTRANS-RXN
   GLYRIBONUCSYN-RXN hits 90401.25 # GLYRIBONUCSYN-RXN
   FGAMSYN-RXN hits 109845.57 # FGAMSYN-RXN
   AIRS-RXN hits 90392.25 # AIRS-RXN
path 35 fam0 5 fam-found 2 # DHGLUCONATE-PYR-CAT-PWY
   GLUCONOLACT-RXN hits 4.0 # GLUCONOLACT-RXN
   GLUCONATE-2-DEHYDROGENASE-RXN hits 1.0 # GLUCONATE-2-DEHYDROGENASE-RXN
path 36 fam0 4 fam-found 4 # DTDPRHAMSYN-PWY
   DTDPGLUCOSEPP-RXN hits 88253.73999999999 # DTDPGLUCOSEPP-RXN
   DTDPGLUCDEHYDRAT-RXN hits 90172.91 # DTDPGLUCDEHYDRAT-RXN
   DTDPDEHYDRHAMEPIM-RXN hits 4450.33 # DTDPDEHYDRHAMEPIM-RXN
   DTDPDEHYRHAMREDUCT-RXN hits 78535.08000000002 # DTDPDEHYRHAMREDUCT-RXN
path 37 fam0 9 fam-found 8 # ECASYN-PWY
   UDPGLCNACEPIM-RXN hits 3579.17 # UDPGLCNACEPIM-RXN
   UDPMANNACADEHYDROG-RXN hits 3084.32 # UDPMANNACADEHYDROG-RXN
   GLCNACPTRANS-RXN hits 58774.47 # GLCNACPTRANS-RXN
   DTDPGLUCOSEPP-RXN hits 88253.73999999999 # DTDPGLUCOSEPP-RXN
   DTDPGLUCDEHYDRAT-RXN hits 90172.91 # DTDPGLUCDEHYDRAT-RXN
   RFFTRANS-RXN hits 84.0 # RFFTRANS-RXN
   TDPFUCACTRANS-RXN hits 12.0 # TDPFUCACTRANS-RXN
   FUC4NACTRANS-RXN hits 21.25 # FUC4NACTRANS-RXN
path 39 fam0 7 fam-found 5 # FAO-PWY
   ACYLCOASYN-RXN hits 48243.05 # ACYLCOASYN-RXN
   ENOYL-COA-DELTA-ISOM-RXN hits 16.0 # ENOYL-COA-DELTA-ISOM-RXN
   ENOYL-COA-HYDRAT-RXN hits 1038.25 # ENOYL-COA-HYDRAT-RXN
   OHACYL-COA-DEHYDROG-RXN hits 45393.5 # OHACYL-COA-DEHYDROG-RXN
   KETOACYLCOATHIOL-RXN hits 392.5 # KETOACYLCOATHIOL-RXN
path 40 fam0 5 fam-found 5 # FASYN-ELONG-PWY
   3-OXOACYL-ACP-SYNTH-RXN hits 2603.33 # 3-OXOACYL-ACP-SYNTH-RXN
   3-OXOACYL-ACP-REDUCT-RXN hits 95607.83 # 3-OXOACYL-ACP-REDUCT-RXN
   3-HYDROXYDECANOYL-ACP-DEHYDR-RXN hits 79740.43000000001 # 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
   ENOYL-ACP-REDUCT-NADPH-RXN hits 4569.0 # ENOYL-ACP-REDUCT-NADPH-RXN
   ENOYL-ACP-REDUCT-NADH-RXN hits 6358.83 # ENOYL-ACP-REDUCT-NADH-RXN
path 41 fam0 6 fam-found 4 # FASYN-INITIAL-PWY
   ACETYL-COA-CARBOXYLTRANSFER-RXN hits 69.0 # ACETYL-COA-CARBOXYLTRANSFER-RXN
   MALONYL-COA-ACP-TRANSACYL-RXN hits 88838.56000000001 # MALONYL-COA-ACP-TRANSACYL-RXN
   2.3.1.180-RXN hits 100966.35 # 2.3.1.180-RXN
   3-OXOACYL-ACP-SYNTH-BASE-RXN hits 2603.33 # 3-OXOACYL-ACP-SYNTH-BASE-RXN
path 42 fam0 16 fam-found 13 # FERMENTATION-PWY
   PEPCARBOX-RXN hits 76010.64 # PEPCARBOX-RXN
   CITSYN-RXN hits 1135.04 # CITSYN-RXN
   ISOCITDEH-RXN hits 1109.04 # ISOCITDEH-RXN
   MALATE-DEH-RXN hits 8830.33 # MALATE-DEH-RXN
   FUMHYDR-RXN hits 16067.28 # FUMHYDR-RXN
   R601-RXN hits 11640.99 # R601-RXN
   PEPDEPHOS-RXN hits 92828.75 # PEPDEPHOS-RXN
   PYRUVFORMLY-RXN hits 85256.00000000001 # PYRUVFORMLY-RXN
   PHOSACETYLTRANS-RXN hits 89057.25 # PHOSACETYLTRANS-RXN
   ACETATEKIN-RXN hits 92918.25 # ACETATEKIN-RXN
   ACETALD-DEHYDROG-RXN hits 67.5 # ACETALD-DEHYDROG-RXN
   ALCOHOL-DEHYDROG-RXN hits 174163.22 # ALCOHOL-DEHYDROG-RXN
   DLACTDEHYDROGNAD-RXN hits 1390.0 # DLACTDEHYDROGNAD-RXN
path 43 fam0 12 fam-found 11 # FOLSYN-PWY
   METHENYLTHFCYCLOHYDRO-RXN hits 49203.12 # METHENYLTHFCYCLOHYDRO-RXN
   GART-RXN hits 87102.51000000001 # GART-RXN
   PABASYN-RXN hits 70646.06 # PABASYN-RXN
   ADCLY-RXN hits 1940.75 # ADCLY-RXN
   GTP-CYCLOHYDRO-I-RXN hits 90319.3 # GTP-CYCLOHYDRO-I-RXN
   H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN hits 1544.17 # H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
   H2NEOPTERINALDOL-RXN hits 12672.47 # H2NEOPTERINALDOL-RXN
   H2PTERIDINEPYROPHOSPHOKIN-RXN hits 1868.22 # H2PTERIDINEPYROPHOSPHOKIN-RXN
   H2PTEROATESYNTH-RXN hits 89584.55 # H2PTEROATESYNTH-RXN
   DIHYDROFOLATESYNTH-RXN hits 9121.75 # DIHYDROFOLATESYNTH-RXN
   DIHYDROFOLATEREDUCT-RXN hits 85642.84000000001 # DIHYDROFOLATEREDUCT-RXN
path 44 fam0 12 fam-found 9 # FUC-RHAMCAT-PWY
   RXN0-5298 hits 5967.86 # RXN0-5298
   FUCISOM-RXN hits 5264.66 # FUCISOM-RXN
   FUCPALDOL-RXN hits 2463.0 # FUCPALDOL-RXN
   RXN0-5306 hits 1480.0 # RXN0-5306
   RHAMNISOM-RXN hits 714.0 # RHAMNISOM-RXN
   RHAMNULOKIN-RXN hits 7276.66 # RHAMNULOKIN-RXN
